"","Year","Month","Site","Length","LengthType","Sex","Special","MPA","FisheryDependent"
"1715",2011,"September","PB",29,"cm","Unknown","Gear is HnL",0,1
"1716",2011,"September","PB",27,"cm","Unknown","Gear is HnL",0,1
"1717",2011,"September","PB",31,"cm","Unknown","Gear is HnL",0,1
"1718",2011,"September","PB",27,"cm","Unknown","Gear is HnL",0,1
"1719",2011,"September","PB",30,"cm","Unknown","Gear is HnL",0,1
"1720",2011,"September","PB",30,"cm","Unknown","Gear is HnL",0,1
"1721",2011,"September","PB",26,"cm","Unknown","Gear is HnL",0,1
"1722",2011,"September","PB",28,"cm","Unknown","Gear is HnL",0,1
"1723",2011,"September","PB",27,"cm","Unknown","Gear is HnL",0,1
"1724",2011,"September","PB",27,"cm","Unknown","Gear is HnL",0,1
"1725",2011,"September","PB",29,"cm","Unknown","Gear is HnL",0,1
"1726",2011,"September","PB",27,"cm","Unknown","Gear is HnL",0,1
"1727",2011,"September","PB",28,"cm","Unknown","Gear is HnL",0,1
"1728",2011,"September","PB",25,"cm","Unknown","Gear is HnL",0,1
"1729",2011,"September","PB",27,"cm","Unknown","Gear is HnL",0,1
"1730",2011,"September","PB",28,"cm","Unknown","Gear is HnL",0,1
"1731",2010,"September","PL",27,"cm","Unknown","Gear is HnL",0,1
"1732",2010,"September","PL",26,"cm","Unknown","Gear is HnL",0,1
"1733",2010,"September","PL",29,"cm","Unknown","Gear is HnL",0,1
"1734",2009,"July","PB",25,"cm","Unknown","Gear is HnL",1,1
"1735",2009,"July","PB",27,"cm","Unknown","Gear is HnL",1,1
"1736",2009,"July","PB",16,"cm","Unknown","Gear is HnL",1,1
"1737",2009,"July","PB",26,"cm","Unknown","Gear is HnL",1,1
"1738",2009,"July","PB",26,"cm","Unknown","Gear is HnL",1,1
"1739",2009,"July","PB",27,"cm","Unknown","Gear is HnL",1,1
"1740",2009,"July","PB",24,"cm","Unknown","Gear is HnL",1,1
"1741",2009,"July","PB",25,"cm","Unknown","Gear is HnL",1,1
"1742",2009,"July","PB",27,"cm","Unknown","Gear is HnL",1,1
"1743",2009,"July","PB",25,"cm","Unknown","Gear is HnL",1,1
"1744",2007,"September","AN",29,"cm","Unknown","Gear is HnL",0,1
"1745",2009,"August","PL",27,"cm","Unknown","Gear is HnL",1,1
"1746",2009,"August","PL",27,"cm","Unknown","Gear is HnL",1,1
"1747",2009,"August","PL",27,"cm","Unknown","Gear is HnL",1,1
"1748",2009,"August","PL",29,"cm","Unknown","Gear is HnL",1,1
"1749",2009,"August","PL",25,"cm","Unknown","Gear is HnL",1,1
"1750",2009,"August","PL",27,"cm","Unknown","Gear is HnL",1,1
"1751",2009,"August","PL",30,"cm","Unknown","Gear is HnL",1,1
"1752",2009,"August","PL",30,"cm","Unknown","Gear is HnL",1,1
"1753",2009,"August","PL",30,"cm","Unknown","Gear is HnL",1,1
"1754",2009,"August","PL",25,"cm","Unknown","Gear is HnL",1,1
"1755",2009,"August","PL",32,"cm","Unknown","Gear is HnL",1,1
"1756",2012,"August","PL",25,"cm","Unknown","Gear is HnL",1,1
"1757",2012,"August","PL",29,"cm","Unknown","Gear is HnL",1,1
"1758",2012,"August","PL",26,"cm","Unknown","Gear is HnL",1,1
"1759",2012,"August","PL",26,"cm","Unknown","Gear is HnL",1,1
"1760",2012,"August","PL",28,"cm","Unknown","Gear is HnL",1,1
"1761",2012,"August","PL",29,"cm","Unknown","Gear is HnL",1,1
"1762",2012,"August","PL",21,"cm","Unknown","Gear is HnL",1,1
"1763",2009,"August","AN",25,"cm","Unknown","Gear is HnL",0,1
"1764",2009,"August","AN",31,"cm","Unknown","Gear is HnL",0,1
"1765",2007,"October","PL",28,"cm","Unknown","Gear is HnL",0,1
"1766",2007,"October","PL",29,"cm","Unknown","Gear is HnL",0,1
"1767",2007,"October","PL",26,"cm","Unknown","Gear is HnL",0,1
"1768",2007,"October","PL",28,"cm","Unknown","Gear is HnL",0,1
"1769",2007,"October","PL",21,"cm","Unknown","Gear is HnL",0,1
"1770",2007,"October","PL",26,"cm","Unknown","Gear is HnL",0,1
"1771",2007,"October","PL",26,"cm","Unknown","Gear is HnL",0,1
"1772",2007,"October","PL",26,"cm","Unknown","Gear is HnL",0,1
"1773",2007,"October","PL",26,"cm","Unknown","Gear is HnL",0,1
"1774",2007,"October","PL",30,"cm","Unknown","Gear is HnL",0,1
"1775",2007,"October","PL",29,"cm","Unknown","Gear is HnL",0,1
"1776",2007,"October","PL",30,"cm","Unknown","Gear is HnL",0,1
"1777",2007,"October","PL",30,"cm","Unknown","Gear is HnL",0,1
"1778",2007,"October","PL",28,"cm","Unknown","Gear is HnL",0,1
"1779",2008,"August","PB",30,"cm","Unknown","Gear is HnL",0,1
"1780",2008,"August","PB",28,"cm","Unknown","Gear is HnL",0,1
"1781",2008,"August","PB",29,"cm","Unknown","Gear is HnL",0,1
"1782",2008,"August","PB",28,"cm","Unknown","Gear is HnL",0,1
"1783",2008,"August","PB",29,"cm","Unknown","Gear is HnL",0,1
"1784",2009,"September","PB",27,"cm","Unknown","Gear is HnL",0,1
"1785",2009,"September","PB",27,"cm","Unknown","Gear is HnL",0,1
"1786",2009,"September","PB",29,"cm","Unknown","Gear is HnL",0,1
"1787",2009,"September","PB",29,"cm","Unknown","Gear is HnL",0,1
"1788",2009,"September","PB",23,"cm","Unknown","Gear is HnL",0,1
"1789",2009,"September","PB",25,"cm","Unknown","Gear is HnL",0,1
"1790",2009,"September","PB",29,"cm","Unknown","Gear is HnL",0,1
"1791",2009,"September","PB",31,"cm","Unknown","Gear is HnL",0,1
"1792",2009,"September","PB",21,"cm","Unknown","Gear is HnL",0,1
"1793",2009,"September","PB",27,"cm","Unknown","Gear is HnL",0,1
"1794",2009,"September","PB",27,"cm","Unknown","Gear is HnL",0,1
"1795",2009,"September","PB",24,"cm","Unknown","Gear is HnL",0,1
"1796",2009,"September","PB",25,"cm","Unknown","Gear is HnL",0,1
"1797",2009,"September","PB",26,"cm","Unknown","Gear is HnL",0,1
"1798",2009,"September","PB",26,"cm","Unknown","Gear is HnL",0,1
"1799",2011,"September","AN",28,"cm","Unknown","Gear is HnL",0,1
"1800",2011,"September","AN",28,"cm","Unknown","Gear is HnL",0,1
"1801",2011,"September","AN",30,"cm","Unknown","Gear is HnL",0,1
"1802",2009,"September","PB",28,"cm","Unknown","Gear is HnL",0,1
"1803",2009,"September","PB",27,"cm","Unknown","Gear is HnL",0,1
"1804",2009,"September","PB",30,"cm","Unknown","Gear is HnL",0,1
"1805",2009,"September","PB",29,"cm","Unknown","Gear is HnL",0,1
"1806",2009,"September","PB",30,"cm","Unknown","Gear is HnL",0,1
"1807",2009,"September","PB",30,"cm","Unknown","Gear is HnL",0,1
"1808",2009,"September","PB",30,"cm","Unknown","Gear is HnL",0,1
"1809",2009,"September","PB",29,"cm","Unknown","Gear is HnL",0,1
"1810",2008,"July","PB",29,"cm","Unknown","Gear is HnL",0,1
"1811",2008,"July","PB",30,"cm","Unknown","Gear is HnL",0,1
"1812",2008,"July","PB",26,"cm","Unknown","Gear is HnL",0,1
"1813",2008,"July","PB",30,"cm","Unknown","Gear is HnL",0,1
"1814",2008,"July","PB",26,"cm","Unknown","Gear is HnL",0,1
"1815",2008,"July","PB",31,"cm","Unknown","Gear is HnL",0,1
"1816",2008,"July","PB",31,"cm","Unknown","Gear is HnL",0,1
"1817",2008,"July","PB",28,"cm","Unknown","Gear is HnL",0,1
"1818",2008,"July","PB",29,"cm","Unknown","Gear is HnL",0,1
"1819",2008,"July","PB",28,"cm","Unknown","Gear is HnL",0,1
"1820",2008,"July","PB",30,"cm","Unknown","Gear is HnL",0,1
"1821",2008,"August","PL",26,"cm","Unknown","Gear is HnL",1,1
"1822",2008,"August","PL",33,"cm","Unknown","Gear is HnL",1,1
"1823",2008,"August","PL",28,"cm","Unknown","Gear is HnL",1,1
"1824",2008,"August","PL",31,"cm","Unknown","Gear is HnL",1,1
"1825",2008,"August","PL",30,"cm","Unknown","Gear is HnL",1,1
"1826",2008,"August","PL",28,"cm","Unknown","Gear is HnL",1,1
"1827",2008,"August","PL",25,"cm","Unknown","Gear is HnL",1,1
"1828",2008,"August","PL",29,"cm","Unknown","Gear is HnL",1,1
"1829",2008,"August","PL",26,"cm","Unknown","Gear is HnL",1,1
"1830",2008,"August","PL",30,"cm","Unknown","Gear is HnL",1,1
"1831",2008,"August","PL",29,"cm","Unknown","Gear is HnL",1,1
"1832",2008,"August","PL",25,"cm","Unknown","Gear is HnL",1,1
"1833",2008,"August","PL",32,"cm","Unknown","Gear is HnL",1,1
"1834",2008,"August","PL",31,"cm","Unknown","Gear is HnL",1,1
"1835",2008,"August","PL",26,"cm","Unknown","Gear is HnL",1,1
"1836",2008,"August","PL",27,"cm","Unknown","Gear is HnL",1,1
"1837",2008,"August","PL",26,"cm","Unknown","Gear is HnL",1,1
"1838",2008,"August","PL",26,"cm","Unknown","Gear is HnL",1,1
"1839",2008,"August","PL",21,"cm","Unknown","Gear is HnL",1,1
"1840",2008,"August","PL",27,"cm","Unknown","Gear is HnL",1,1
"1841",2008,"August","PL",28,"cm","Unknown","Gear is HnL",1,1
"1842",2008,"August","PL",27,"cm","Unknown","Gear is HnL",1,1
"1843",2008,"August","PL",27,"cm","Unknown","Gear is HnL",1,1
"1844",2009,"August","PL",30,"cm","Unknown","Gear is HnL",0,1
"1845",2009,"August","PL",28,"cm","Unknown","Gear is HnL",0,1
"1846",2009,"August","PL",25,"cm","Unknown","Gear is HnL",0,1
"1847",2009,"August","PL",25,"cm","Unknown","Gear is HnL",0,1
"1848",2009,"August","PL",29,"cm","Unknown","Gear is HnL",0,1
"1849",2009,"August","PL",26,"cm","Unknown","Gear is HnL",0,1
"1850",2009,"August","PL",26,"cm","Unknown","Gear is HnL",0,1
"1851",2009,"August","PL",26,"cm","Unknown","Gear is HnL",0,1
"1852",2009,"September","PB",30,"cm","Unknown","Gear is HnL",0,1
"1853",2009,"September","PB",28,"cm","Unknown","Gear is HnL",0,1
"1854",2009,"September","PB",26,"cm","Unknown","Gear is HnL",0,1
"1855",2009,"September","PB",27,"cm","Unknown","Gear is HnL",0,1
"1856",2009,"September","PB",28,"cm","Unknown","Gear is HnL",0,1
"1857",2009,"September","PB",28,"cm","Unknown","Gear is HnL",0,1
"1858",2009,"September","PB",26,"cm","Unknown","Gear is HnL",0,1
"1859",2009,"September","PB",27,"cm","Unknown","Gear is HnL",0,1
"1860",2009,"September","PB",24,"cm","Unknown","Gear is HnL",0,1
"1861",2011,"August","BL",28,"cm","Unknown","Gear is HnL",1,1
"1862",2011,"August","BL",29,"cm","Unknown","Gear is HnL",1,1
"1863",2011,"August","BL",27,"cm","Unknown","Gear is HnL",1,1
"1864",2011,"August","BL",29,"cm","Unknown","Gear is HnL",1,1
"1865",2011,"August","BL",25,"cm","Unknown","Gear is HnL",1,1
"1866",2011,"August","BL",25,"cm","Unknown","Gear is HnL",1,1
"1867",2011,"August","BL",25,"cm","Unknown","Gear is HnL",1,1
"1868",2011,"August","BL",23,"cm","Unknown","Gear is HnL",1,1
"1869",2011,"August","BL",19,"cm","Unknown","Gear is HnL",1,1
"1870",2011,"August","BL",24,"cm","Unknown","Gear is HnL",1,1
"1871",2011,"August","BL",23,"cm","Unknown","Gear is HnL",1,1
"1872",2011,"August","BL",22,"cm","Unknown","Gear is HnL",1,1
"1873",2011,"August","BL",25,"cm","Unknown","Gear is HnL",1,1
"1874",2011,"August","BL",23,"cm","Unknown","Gear is HnL",1,1
"1875",2011,"August","BL",25,"cm","Unknown","Gear is HnL",1,1
"1876",2011,"August","BL",25,"cm","Unknown","Gear is HnL",1,1
"1877",2011,"August","BL",24,"cm","Unknown","Gear is HnL",1,1
"1878",2011,"August","BL",24,"cm","Unknown","Gear is HnL",1,1
"1879",2011,"August","BL",26,"cm","Unknown","Gear is HnL",1,1
"1880",2011,"August","BL",26,"cm","Unknown","Gear is HnL",1,1
"1881",2010,"August","PL",24,"cm","Unknown","Gear is HnL",0,1
"1882",2010,"August","PL",25,"cm","Unknown","Gear is HnL",0,1
"1883",2010,"August","PL",26,"cm","Unknown","Gear is HnL",0,1
"1884",2010,"August","PL",26,"cm","Unknown","Gear is HnL",0,1
"1885",2010,"August","PL",25,"cm","Unknown","Gear is HnL",0,1
"1886",2010,"August","PL",24,"cm","Unknown","Gear is HnL",0,1
"1887",2010,"August","PL",26,"cm","Unknown","Gear is HnL",0,1
"1888",2010,"August","PL",26,"cm","Unknown","Gear is HnL",0,1
"1889",2010,"August","PL",27,"cm","Unknown","Gear is HnL",0,1
"1890",2010,"August","PL",28,"cm","Unknown","Gear is HnL",0,1
"1891",2011,"August","AN",28,"cm","Unknown","Gear is HnL",1,1
"1892",2011,"August","AN",29,"cm","Unknown","Gear is HnL",1,1
"1893",2011,"August","AN",31,"cm","Unknown","Gear is HnL",1,1
"1894",2011,"August","AN",29,"cm","Unknown","Gear is HnL",1,1
"1895",2011,"August","AN",29,"cm","Unknown","Gear is HnL",1,1
"1896",2011,"August","AN",28,"cm","Unknown","Gear is HnL",1,1
"1897",2008,"August","PB",27,"cm","Unknown","Gear is HnL",0,1
"1898",2008,"August","PB",28,"cm","Unknown","Gear is HnL",0,1
"1899",2008,"August","PB",27,"cm","Unknown","Gear is HnL",0,1
"1900",2008,"August","PB",24,"cm","Unknown","Gear is HnL",0,1
"1901",2008,"August","PB",29,"cm","Unknown","Gear is HnL",0,1
"1902",2008,"August","PB",29,"cm","Unknown","Gear is HnL",0,1
"1903",2008,"August","PB",26,"cm","Unknown","Gear is HnL",0,1
"1904",2008,"August","PB",23,"cm","Unknown","Gear is HnL",0,1
"1905",2008,"August","PB",27,"cm","Unknown","Gear is HnL",0,1
"1906",2008,"August","PB",27,"cm","Unknown","Gear is HnL",0,1
"1907",2008,"August","PB",27,"cm","Unknown","Gear is HnL",0,1
"1908",2008,"August","PB",24,"cm","Unknown","Gear is HnL",0,1
"1909",2008,"August","PB",28,"cm","Unknown","Gear is HnL",0,1
"1910",2008,"August","PB",26,"cm","Unknown","Gear is HnL",0,1
"1911",2008,"August","PB",29,"cm","Unknown","Gear is HnL",0,1
"1912",2008,"August","PB",29,"cm","Unknown","Gear is HnL",0,1
"1913",2008,"August","PB",28,"cm","Unknown","Gear is HnL",0,1
"1914",2007,"October","AN",32,"cm","Unknown","Gear is HnL",0,1
"1915",2007,"October","AN",29,"cm","Unknown","Gear is HnL",0,1
"1916",2007,"October","AN",28,"cm","Unknown","Gear is HnL",0,1
"1917",2009,"July","PL",25,"cm","Unknown","Gear is HnL",1,1
"1918",2009,"July","PL",28,"cm","Unknown","Gear is HnL",1,1
"1919",2009,"July","PL",29,"cm","Unknown","Gear is HnL",1,1
"1920",2009,"July","PL",29,"cm","Unknown","Gear is HnL",1,1
"1921",2009,"July","PL",24,"cm","Unknown","Gear is HnL",1,1
"1922",2009,"July","PL",29,"cm","Unknown","Gear is HnL",1,1
"1923",2009,"July","PL",28,"cm","Unknown","Gear is HnL",1,1
"1924",2009,"July","PL",26,"cm","Unknown","Gear is HnL",1,1
"1925",2009,"July","PL",24,"cm","Unknown","Gear is HnL",1,1
"1926",2009,"July","PL",26,"cm","Unknown","Gear is HnL",1,1
"1927",2009,"July","PL",25,"cm","Unknown","Gear is HnL",1,1
"1928",2009,"July","PL",28,"cm","Unknown","Gear is HnL",1,1
"1929",2009,"July","PL",28,"cm","Unknown","Gear is HnL",1,1
"1930",2009,"July","PL",28,"cm","Unknown","Gear is HnL",1,1
"1931",2009,"July","PL",26,"cm","Unknown","Gear is HnL",1,1
"1932",2009,"July","PL",28,"cm","Unknown","Gear is HnL",1,1
"1933",2007,"October","AN",30,"cm","Unknown","Gear is HnL",0,1
"1934",2007,"October","PB",26,"cm","Unknown","Gear is HnL",1,1
"1935",2007,"October","PB",26,"cm","Unknown","Gear is HnL",1,1
"1936",2007,"October","PB",28,"cm","Unknown","Gear is HnL",1,1
"1937",2007,"October","PB",32,"cm","Unknown","Gear is HnL",1,1
"1938",2007,"October","PB",32,"cm","Unknown","Gear is HnL",1,1
"1939",2007,"October","PB",28,"cm","Unknown","Gear is HnL",1,1
"1940",2007,"October","PB",23,"cm","Unknown","Gear is HnL",1,1
"1941",2007,"October","PB",24,"cm","Unknown","Gear is HnL",1,1
"1942",2007,"October","PB",27,"cm","Unknown","Gear is HnL",1,1
"1943",2007,"October","PB",28,"cm","Unknown","Gear is HnL",1,1
"1944",2007,"October","PB",27,"cm","Unknown","Gear is HnL",1,1
"1945",2007,"October","PB",26,"cm","Unknown","Gear is HnL",1,1
"1946",2007,"October","PB",27,"cm","Unknown","Gear is HnL",1,1
"1947",2008,"September","PB",27,"cm","Unknown","Gear is HnL",1,1
"1948",2008,"September","PB",24,"cm","Unknown","Gear is HnL",1,1
"1949",2008,"September","PB",29,"cm","Unknown","Gear is HnL",1,1
"1950",2008,"September","PB",25,"cm","Unknown","Gear is HnL",1,1
"1951",2008,"September","PB",29,"cm","Unknown","Gear is HnL",1,1
"1952",2008,"September","PB",26,"cm","Unknown","Gear is HnL",1,1
"1953",2008,"September","PB",28,"cm","Unknown","Gear is HnL",1,1
"1954",2008,"September","PB",27,"cm","Unknown","Gear is HnL",1,1
"1955",2008,"September","PB",27,"cm","Unknown","Gear is HnL",1,1
"1956",2008,"September","PB",25,"cm","Unknown","Gear is HnL",1,1
"1957",2008,"September","PB",23,"cm","Unknown","Gear is HnL",1,1
"1958",2008,"September","PB",23,"cm","Unknown","Gear is HnL",1,1
"1959",2008,"September","PB",30,"cm","Unknown","Gear is HnL",1,1
"1960",2008,"September","PB",29,"cm","Unknown","Gear is HnL",1,1
"1961",2008,"September","PB",28,"cm","Unknown","Gear is HnL",1,1
"1962",2008,"September","PB",29,"cm","Unknown","Gear is HnL",1,1
"1963",2008,"September","PB",30,"cm","Unknown","Gear is HnL",1,1
"1964",2008,"September","PB",29,"cm","Unknown","Gear is HnL",1,1
"1965",2008,"September","PB",28,"cm","Unknown","Gear is HnL",1,1
"1966",2008,"September","PB",29,"cm","Unknown","Gear is HnL",1,1
"1967",2008,"September","PB",24,"cm","Unknown","Gear is HnL",1,1
"1968",2008,"September","PB",29,"cm","Unknown","Gear is HnL",1,1
"1969",2008,"September","PB",28,"cm","Unknown","Gear is HnL",1,1
"1970",2008,"September","PB",27,"cm","Unknown","Gear is HnL",1,1
"1971",2008,"September","PB",29,"cm","Unknown","Gear is HnL",1,1
"1972",2008,"September","PB",22,"cm","Unknown","Gear is HnL",1,1
"1973",2008,"September","PB",27,"cm","Unknown","Gear is HnL",1,1
"1974",2012,"August","BL",27,"cm","Unknown","Gear is HnL",0,1
"1975",2012,"August","BL",26,"cm","Unknown","Gear is HnL",0,1
"1976",2012,"August","BL",24,"cm","Unknown","Gear is HnL",0,1
"1977",2012,"August","BL",27,"cm","Unknown","Gear is HnL",0,1
"1978",2012,"August","BL",27,"cm","Unknown","Gear is HnL",0,1
"1979",2012,"August","BL",29,"cm","Unknown","Gear is HnL",0,1
"1980",2012,"August","BL",27,"cm","Unknown","Gear is HnL",0,1
"1981",2012,"August","BL",23,"cm","Unknown","Gear is HnL",0,1
"1982",2012,"August","BL",17,"cm","Unknown","Gear is HnL",0,1
"1983",2012,"August","BL",29,"cm","Unknown","Gear is HnL",0,1
"1984",2012,"August","BL",29,"cm","Unknown","Gear is HnL",0,1
"1985",2012,"August","BL",28,"cm","Unknown","Gear is HnL",0,1
"1986",2012,"August","BL",30,"cm","Unknown","Gear is HnL",0,1
"1987",2012,"August","BL",27,"cm","Unknown","Gear is HnL",0,1
"1988",2012,"August","BL",26,"cm","Unknown","Gear is HnL",0,1
"1989",2012,"August","BL",26,"cm","Unknown","Gear is HnL",0,1
"1990",2012,"August","BL",24,"cm","Unknown","Gear is HnL",0,1
"1991",2007,"October","AN",29,"cm","Unknown","Gear is HnL",0,1
"1992",2007,"October","AN",25,"cm","Unknown","Gear is HnL",0,1
"1993",2007,"October","AN",30,"cm","Unknown","Gear is HnL",0,1
"1994",2007,"October","AN",32,"cm","Unknown","Gear is HnL",0,1
"1995",2008,"August","PL",31,"cm","Unknown","Gear is HnL",1,1
"1996",2008,"August","PL",31,"cm","Unknown","Gear is HnL",1,1
"1997",2008,"August","PL",29,"cm","Unknown","Gear is HnL",1,1
"1998",2008,"August","PL",33,"cm","Unknown","Gear is HnL",1,1
"1999",2008,"July","BL",27,"cm","Unknown","Gear is HnL",0,1
"2000",2008,"July","BL",27,"cm","Unknown","Gear is HnL",0,1
"2001",2008,"July","BL",25,"cm","Unknown","Gear is HnL",0,1
"2002",2008,"July","BL",25,"cm","Unknown","Gear is HnL",0,1
"2003",2008,"July","BL",26,"cm","Unknown","Gear is HnL",0,1
"2004",2008,"July","BL",26,"cm","Unknown","Gear is HnL",0,1
"2005",2008,"July","BL",26,"cm","Unknown","Gear is HnL",0,1
"2006",2008,"July","BL",28,"cm","Unknown","Gear is HnL",0,1
"2007",2008,"July","BL",26,"cm","Unknown","Gear is HnL",0,1
"2008",2008,"July","BL",28,"cm","Unknown","Gear is HnL",0,1
"2009",2008,"July","BL",27,"cm","Unknown","Gear is HnL",0,1
"2010",2008,"July","BL",27,"cm","Unknown","Gear is HnL",0,1
"2011",2008,"July","BL",25,"cm","Unknown","Gear is HnL",0,1
"2012",2008,"July","BL",23,"cm","Unknown","Gear is HnL",0,1
"2013",2008,"July","BL",26,"cm","Unknown","Gear is HnL",0,1
"2014",2009,"July","PL",23,"cm","Unknown","Gear is HnL",1,1
"2015",2009,"July","PL",26,"cm","Unknown","Gear is HnL",1,1
"2016",2009,"July","PL",26,"cm","Unknown","Gear is HnL",1,1
"2017",2009,"July","PL",25,"cm","Unknown","Gear is HnL",1,1
"2018",2009,"July","PL",26,"cm","Unknown","Gear is HnL",1,1
"2019",2009,"July","PL",26,"cm","Unknown","Gear is HnL",1,1
"2020",2009,"July","PL",26,"cm","Unknown","Gear is HnL",1,1
"2021",2009,"July","PL",28,"cm","Unknown","Gear is HnL",1,1
"2022",2010,"August","BL",27,"cm","Unknown","Gear is HnL",0,1
"2023",2010,"August","BL",25,"cm","Unknown","Gear is HnL",0,1
"2024",2010,"August","BL",26,"cm","Unknown","Gear is HnL",0,1
"2025",2010,"August","BL",29,"cm","Unknown","Gear is HnL",0,1
"2026",2010,"August","BL",31,"cm","Unknown","Gear is HnL",0,1
"2027",2010,"August","BL",30,"cm","Unknown","Gear is HnL",0,1
"2028",2010,"August","BL",31,"cm","Unknown","Gear is HnL",0,1
"2029",2007,"September","PB",26,"cm","Unknown","Gear is HnL",0,1
"2030",2007,"September","PB",22,"cm","Unknown","Gear is HnL",0,1
"2031",2007,"September","PB",25,"cm","Unknown","Gear is HnL",0,1
"2032",2007,"September","PB",26,"cm","Unknown","Gear is HnL",0,1
"2033",2007,"September","PB",24,"cm","Unknown","Gear is HnL",0,1
"2034",2007,"September","PB",20,"cm","Unknown","Gear is HnL",0,1
"2035",2007,"September","PB",26,"cm","Unknown","Gear is HnL",0,1
"2036",2007,"September","PB",24,"cm","Unknown","Gear is HnL",0,1
"2037",2007,"September","PB",24,"cm","Unknown","Gear is HnL",0,1
"2038",2007,"September","PB",26,"cm","Unknown","Gear is HnL",0,1
"2039",2007,"September","PB",26,"cm","Unknown","Gear is HnL",0,1
"2040",2007,"September","PB",27,"cm","Unknown","Gear is HnL",0,1
"2041",2007,"September","PB",26,"cm","Unknown","Gear is HnL",0,1
"2042",2007,"September","PB",28,"cm","Unknown","Gear is HnL",0,1
"2043",2007,"September","PB",29,"cm","Unknown","Gear is HnL",0,1
"2044",2008,"September","PB",27,"cm","Unknown","Gear is HnL",0,1
"2045",2008,"September","PB",31,"cm","Unknown","Gear is HnL",0,1
"2046",2008,"September","PB",29,"cm","Unknown","Gear is HnL",0,1
"2047",2007,"October","AN",27,"cm","Unknown","Gear is HnL",0,1
"2048",2007,"October","AN",28,"cm","Unknown","Gear is HnL",0,1
"2049",2007,"October","AN",26,"cm","Unknown","Gear is HnL",0,1
"2050",2008,"August","PL",29,"cm","Unknown","Gear is HnL",1,1
"2051",2008,"August","PL",27,"cm","Unknown","Gear is HnL",1,1
"2052",2008,"August","PL",30,"cm","Unknown","Gear is HnL",1,1
"2053",2011,"July","PB",31,"cm","Unknown","Gear is HnL",1,1
"2054",2011,"July","PB",28,"cm","Unknown","Gear is HnL",1,1
"2055",2011,"July","PB",30,"cm","Unknown","Gear is HnL",1,1
"2056",2011,"July","PB",28,"cm","Unknown","Gear is HnL",1,1
"2057",2011,"July","PB",27,"cm","Unknown","Gear is HnL",1,1
"2058",2011,"July","PB",26,"cm","Unknown","Gear is HnL",1,1
"2059",2011,"July","PB",26,"cm","Unknown","Gear is HnL",1,1
"2060",2011,"July","PB",28,"cm","Unknown","Gear is HnL",1,1
"2061",2011,"July","PB",31,"cm","Unknown","Gear is HnL",1,1
"2062",2011,"July","PB",25,"cm","Unknown","Gear is HnL",1,1
"2063",2011,"July","PB",26,"cm","Unknown","Gear is HnL",1,1
"2064",2011,"July","PB",28,"cm","Unknown","Gear is HnL",1,1
"2065",2011,"July","PB",25,"cm","Unknown","Gear is HnL",1,1
"2066",2011,"July","PB",25,"cm","Unknown","Gear is HnL",1,1
"2067",2011,"July","PB",27,"cm","Unknown","Gear is HnL",1,1
"2068",2007,"September","AN",24,"cm","Unknown","Gear is HnL",0,1
"2069",2007,"September","AN",25,"cm","Unknown","Gear is HnL",0,1
"2070",2007,"September","AN",23,"cm","Unknown","Gear is HnL",0,1
"2071",2007,"September","AN",29,"cm","Unknown","Gear is HnL",0,1
"2072",2007,"September","AN",26,"cm","Unknown","Gear is HnL",0,1
"2073",2011,"July","PB",31,"cm","Unknown","Gear is HnL",1,1
"2074",2011,"July","PB",29,"cm","Unknown","Gear is HnL",1,1
"2075",2011,"July","PB",26,"cm","Unknown","Gear is HnL",1,1
"2076",2011,"July","PB",27,"cm","Unknown","Gear is HnL",1,1
"2077",2011,"July","PB",28,"cm","Unknown","Gear is HnL",1,1
"2078",2011,"July","PB",27,"cm","Unknown","Gear is HnL",1,1
"2079",2007,"October","PL",29,"cm","Unknown","Gear is HnL",0,1
"2080",2007,"October","PL",29,"cm","Unknown","Gear is HnL",0,1
"2081",2007,"October","PL",25,"cm","Unknown","Gear is HnL",0,1
"2082",2007,"October","PL",31,"cm","Unknown","Gear is HnL",0,1
"2083",2007,"October","PL",29,"cm","Unknown","Gear is HnL",0,1
"2084",2007,"October","PL",25,"cm","Unknown","Gear is HnL",0,1
"2085",2007,"October","PL",29,"cm","Unknown","Gear is HnL",0,1
"2086",2007,"October","PL",24,"cm","Unknown","Gear is HnL",0,1
"2087",2007,"October","PL",23,"cm","Unknown","Gear is HnL",0,1
"2088",2007,"October","PL",27,"cm","Unknown","Gear is HnL",0,1
"2089",2007,"October","PL",29,"cm","Unknown","Gear is HnL",0,1
"2090",2007,"October","PL",30,"cm","Unknown","Gear is HnL",0,1
"2091",2007,"October","PL",30,"cm","Unknown","Gear is HnL",0,1
"2092",2007,"October","PL",26,"cm","Unknown","Gear is HnL",0,1
"2093",2007,"October","PL",29,"cm","Unknown","Gear is HnL",0,1
"2094",2007,"October","PL",26,"cm","Unknown","Gear is HnL",0,1
"2095",2007,"October","PL",26,"cm","Unknown","Gear is HnL",0,1
"2096",2007,"October","PL",28,"cm","Unknown","Gear is HnL",0,1
"2097",2007,"October","PL",27,"cm","Unknown","Gear is HnL",0,1
"2098",2007,"October","PL",26,"cm","Unknown","Gear is HnL",0,1
"2099",2007,"October","PL",30,"cm","Unknown","Gear is HnL",0,1
"2100",2007,"October","PL",30,"cm","Unknown","Gear is HnL",0,1
"2101",2007,"October","PL",29,"cm","Unknown","Gear is HnL",0,1
